913233	361234
913233	499567
913288	123333
913288	137969
913288	401695
913288	502986
913288	848498
913349	600769
913355	353200
913355	477451
913355	579985
913355	914581
913366	295014
913366	399699
913366	403864
913366	566446
913366	630274
913366	714573
913366	888404
913366	914773
913369	513517
913373	353200
913373	477451
913373	579985
913373	914581
913389	832374
913389	845798
913389	906630
913401	138951
913401	475949
913401	731101
913401	783307
913404	353855
913411	259173
913411	425770
913411	430015
913411	759171
913422	355303
913422	374198
913422	417728
913424	319302
913424	338685
913424	705360
913424	768476
913424	818382
913442	78843
913442	132094
913442	261239
913442	432392
913442	455949
913442	632695
913442	876076
913451	380847
913474	244888
913516	276878
913516	745935
913516	914046
913539	427629
913539	576352
913539	585903
913539	606542
913539	671721
913539	855503
913539	872471
913545	7314
913545	482254
913545	582701
913560	197780
913560	389591
913563	298511
913563	633438
913567	837478
913567	915573
913593	418639
913593	495084
913593	808197
913627	103799
913627	115062
913627	337061
913627	373033
913627	405981
913627	579314
913627	662967
913627	704820
913627	715550
913627	720812
913627	774974
913627	840349
913629	24145
913629	59809
913629	110031
913629	110843
913629	123577
913629	335996
913629	346556
913629	399699
913629	427981
913629	515273
913629	629265
913629	738198
913629	747246
913629	749027
913629	775096
913629	776695
913638	90084
913656	828963
913697	113180
913697	223236
913733	166435
913733	774321
913735	191990
913735	380114
913747	73590
913747	122235
913747	259256
913747	425770
913747	506470
913747	569855
913750	597621
913750	783319
913751	744951
913753	535992
913753	536987
913758	137773
913758	143337
913758	255355
913758	614831
913829	566314
913829	666441
913829	751384
913829	880523
913829	903737
913841	472581
913841	748858
913841	818107
913842	376521
913842	380694
913842	398188
913842	434134
913842	615861
913842	851224
913842	914616
913848	549485
913863	896230
913872	693077
913872	800552
913898	108157
913898	246566
913898	500043
913898	555924
913898	690491
913898	723094
913898	779597
913898	786121
913898	807316
913917	837478
913917	915573
913927	75878
913927	84314
913927	150085
913927	184767
913927	230043
913927	238134
913927	334320
913927	366585
913927	420257
913927	650679
913927	764645
913944	178048
913944	219973
913944	455439
913944	686049
913944	697148
913944	731006
913944	747672
913944	869934
913950	161360
913950	239450
913950	630542
913950	736915
913962	418973
913962	434176
913973	124098
913973	239208
913973	267770
913973	427984
913973	681779
913973	734053
913973	754075
913973	816575
913973	830768
914019	60725
914019	75049
914019	132683
914019	316338
914019	354640
914019	424520
914019	437601
914019	481278
914019	566901
914019	695596
914019	754161
914019	889200
914029	703099
914065	91271
914067	376852
914067	597621
914127	168466
914127	384666
914127	452291
914127	452954
914127	580401
914127	721522
914127	770423
914127	772294
914127	833859
914127	841805
914127	883244
914127	884119
914127	890801
914127	900576
914127	906958
914127	909303
914131	879413
914131	915462
914133	107998
914133	113461
914133	195154
914133	216542
914133	277193
914133	429927
914133	491889
914133	599252
914133	627635
914133	674557
914133	683193
914133	794565
914133	802001
914133	803149
914133	810729
914134	268193
914134	434118
914134	849719
914135	220341
914135	368339
914135	808288
914143	898798
914143	915557
914155	421744
914155	548857
914155	656433
914155	789128
914155	903311
914156	121623
914156	165533
914156	360888
914156	478683
914156	578111
914156	787318
914156	787762
914156	841940
914171	117665
914171	191990
914171	491505
914171	715323
914171	781708
914183	503849
914183	615346
914190	55631
914190	222313
914190	340051
914190	462560
914190	555742
914190	564126
914190	636929
914190	656777
914190	896199
914198	96456
914198	296967
914198	619879
914198	707381
914198	864246
914246	340519
914246	414354
914254	70053
914254	124082
914254	190621
914254	417728
914256	43622
914256	117030
914256	256458
914256	277876
914256	778076
914256	803959
914256	825279
914256	828964
914263	360990
914263	852635
914263	914495
914264	62252
914264	75664
914264	208212
914264	596972
914264	653579
914264	787944
914264	830129
914264	856915
914266	28777
914266	199966
914266	277876
914266	433342
914266	582120
914266	603573
914266	738899
914266	763698
914266	826959
914266	874864
914282	20960
914282	95012
914282	199391
914282	260035
914282	565451
914304	462419
914304	744120
914304	914527
914383	37022
914383	438493
914383	547432
914404	77619
914404	93163
914404	203112
914404	284373
914404	303181
914404	359270
914404	378475
914404	597853
914404	659974
914404	817585
914404	884658
914407	604723
914410	353200
914410	477451
914410	579985
914410	914581
914414	586153
914414	679165
914414	844281
914439	612199
914459	244888
914464	787057
914464	914474
914464	915709
914483	182128
914483	315511
914483	551076
914483	777368
914483	911350
914483	912758
914487	183064
914487	762692
914511	65732
914511	191990
914511	658969
914511	762917
914511	855235
914538	89900
914538	249761
914538	294936
914538	297447
914538	319458
914538	350923
914538	411917
914538	512341
914538	599130
914538	625128
914538	636957
914538	672180
914538	761888
914538	787708
914538	908232
914575	252718
914575	405452
914615	452891
914615	576347
914615	605856
914617	9810
914617	11243
914617	187358
914617	224615
914617	633524
914617	750619
914617	751384
914617	871297
914639	87591
914639	561812
914639	885546
914670	231272
914670	281011
914670	630321
914670	713171
914678	39935
914678	55296
914678	127292
914678	321004
914678	351031
914678	358294
914678	384666
914678	417194
914678	458892
914678	459074
914678	485460
914678	502995
914678	555174
914678	561980
914678	568104
914678	573780
914678	684981
914678	732203
914709	258913
914709	276891
914709	324337
914709	469316
914709	472255
914709	558791
914709	564521
914709	586943
914709	592828
914709	625838
914709	669743
914709	680499
914709	735168
914709	788971
914727	195559
914727	464826
914727	483532
914727	546924
914727	576673
914727	647579
914727	791494
914740	327146
914740	361003
914740	394003
914740	407610
914740	531109
914740	573896
914740	688220
914740	879024
914740	898250
914742	72131
914742	83246
914742	228994
914742	231285
914742	267796
914742	404700
914742	519235
914742	521295
914742	554421
914742	599301
914742	600769
914742	686403
914742	795360
914742	916234
914765	833284
914765	888908
914784	168470
914820	25711
914820	54147
914820	350770
914820	359896
914820	736355
914832	50286
914832	273944
914832	332919
914832	415882
914832	450946
914832	487340
914832	530866
914832	624877
914832	764655
914832	817020
914832	872371
914836	122369
914836	371781
914836	480325
914836	587024
914836	659268
914836	679907
914836	682415
914836	818382
914841	39934
914841	77927
914841	211106
914841	320059
914841	351473
914841	427343
914841	460616
914841	875265
914885	223357
914885	884090
914888	837478
914888	915573
914924	915248
914946	11686
914946	639462
914946	755156
914997	199281
914997	223236
914997	325423
914997	622702
914997	708965
914997	814716
915021	916181
915030	137553
915030	159524
915030	213432
915030	525282
915030	916068
915042	113717
915042	130672
915042	189244
915042	220588
915042	342785
915042	355221
915042	424139
915042	464137
915042	557124
915042	602671
915042	628550
915042	635459
915042	645316
915042	689614
915042	764309
915042	798909
915042	805390
915042	892393
915056	20733
915056	59116
915056	90074
915056	210384
915056	245094
915056	345101
915056	350457
915056	377980
915056	421314
915056	446524
915056	483633
915056	502158
915056	601675
915056	667543
915056	786977
915056	838648
915056	874936
915056	908063
915115	284579
915162	133846
915162	345791
915162	537039
915162	562878
915162	641732
915162	694685
915162	726284
915168	15024
915168	124566
915168	154489
915168	347960
915168	380669
915168	482171
915168	504168
915168	530740
915168	559780
915168	606203
915168	753930
915168	794020
915168	885605
915203	417728
915203	871379
915217	17547
915217	47927
915217	48693
915217	77153
915217	120968
915217	125619
915217	251202
915217	303410
915217	361053
915217	536315
915217	560029
915217	646710
915217	709020
915217	709137
915217	753689
915217	772923
915217	814022
915217	826872
915217	915654
915221	381902
915221	621088
915221	629727
915221	781768
915221	916030
915259	48494
915259	72730
915259	198198
915259	213672
915259	248180
915259	260777
915259	283470
915259	535524
915259	752671
915267	132735
915267	661101
915267	792239
915267	869066
915354	584875
915359	444164
915359	885605
915363	8083
915363	909836
915365	757118
915369	62701
915369	812936
915369	819223
915393	247304
915401	42067
915401	57755
915401	121114
915401	201798
915401	349626
915401	407407
915401	409791
915401	422292
915401	521983
915401	597571
915401	714620
915401	717644
915401	724044
915401	731498
915401	819223
915401	832147
915401	835636
915401	874525
915405	246614
915405	558791
915405	564521
915470	83540
915470	344675
915470	493131
915481	12954
915481	405961
915481	438493
915481	679609
915488	13707
915488	154489
915488	482171
915488	753930
915488	885605
915525	78813
915525	149062
915525	252742
915525	282017
915525	347128
915525	537039
915525	583335
915525	662498
915525	666563
915525	723466
915525	860621
915525	895195
915525	896789
915529	39364
915529	420049
915529	725612
915529	829521
915535	272648
915535	466052
915568	18494
915568	62680
915568	210742
915568	218897
915568	244548
915568	262163
915568	354640
915568	366247
915568	489254
915568	531263
915568	668089
915568	701826
915568	702951
915568	703855
915568	705336
915568	768166
915568	769491
915568	816206
915568	863951
915568	888351
915568	911475
915568	915940
915589	408816
915589	617050
915589	916146
915598	21682
915598	595284
915598	813327
915598	879858
915600	117665
915600	191990
915600	369113
915600	491505
915600	715323
915600	781708
915603	29335
915603	119386
915603	334526
915603	497334
915603	586560
915603	619493
915615	504165
915615	534415
915647	14689
915647	66539
915647	157870
915647	271018
915647	299274
915647	384994
915647	391246
915647	547741
915647	706230
915647	728561
915647	803710
915659	4004
915659	12680
915659	214131
915659	339830
915659	725249
915668	278022
915677	78244
915677	599130
915696	846042
915696	863964
915705	260016
915806	32163
915806	68164
915806	150996
915806	177315
915806	186719
915806	208632
915806	222623
915806	247983
915806	289169
915806	506777
915806	529786
915806	715903
915821	16868
915821	243254
915886	402132
915955	67263
915955	116997
915955	190552
915955	395430
915955	403435
915955	447883
915955	453888
915955	487514
915955	551598
915955	556384
915955	564007
915955	573279
915955	661825
915955	713386
915955	722959
915955	751961
915955	782175
915955	785584
915955	804489
915955	855348
915955	871618
915960	916308
915964	163075
915964	262197
915964	670337
915964	853873
915987	213630
915987	416176
915987	620263
915987	788113
915990	17889
915990	30993
915990	74397
915990	374235
916027	113052
916027	156677
916027	575030
916027	746442
916040	253334
916061	36292
916061	180470
916061	246937
916061	537972
916061	741874
916062	72625
916062	429721
916062	443767
916062	453961
916062	509256
916062	644430
916062	673828
916062	684018
916062	687265
916062	765334
916062	784955
916071	14393
916071	159541
916071	242183
916071	279824
916071	536368
916071	592877
916071	626852
916071	743252
916071	753837
916071	831209
916071	859704
916071	872127
916071	874619
916071	914460
916103	66147
916103	97179
916103	358396
916103	805931
916103	858141
916114	537039
916114	675520
916114	697860
916114	837883
916114	872843
916169	518803
916169	720530
916169	856728
916208	612264
916235	238266
916235	682096
916244	122865
916244	208701
916267	110761
916267	336990
916267	448961
916267	484299
916267	795240
916296	357067
916344	191990
916344	650437
916348	18443
916348	68396
916348	121754
916348	168697
916348	206485
916348	299705
916348	305102
916348	401618
916348	505871
916348	555152
916348	627747
916348	708575
916348	833175
916348	839443
916348	911939
916425	116832
916425	197330
916425	218829
916425	229195
916425	367498
916425	379452
916425	521152
916425	547323
916425	604833
916425	632916
916425	637936
916425	837379
